,Last_Update,Province_State,Country_Region,Confirmed,Deaths,Confirmed_perday,Deaths_perday
3069,2022-11-27 04:21:05,Puerto Rico,US,5525,0,-5071.0,0.0
3070,2022-11-27 04:21:05,Puerto Rico,US,11263,0,5738.0,0.0
3071,2022-11-27 04:21:05,Puerto Rico,US,495,0,-10768.0,0.0
3072,2022-11-27 04:21:05,Puerto Rico,US,11410,0,10915.0,0.0
3073,2022-11-27 04:21:05,Puerto Rico,US,8828,0,-2582.0,0.0
3074,2022-11-27 04:21:05,Puerto Rico,US,4333,0,-4495.0,0.0
3075,2022-11-27 04:21:05,Puerto Rico,US,3542,0,-791.0,0.0
3076,2022-11-27 04:21:05,Puerto Rico,US,10992,0,7450.0,0.0
3077,2022-11-27 04:21:05,Puerto Rico,US,5338,0,-5654.0,0.0
3078,2022-11-27 04:21:05,Puerto Rico,US,27901,0,22563.0,0.0
3079,2022-11-27 04:21:05,Puerto Rico,US,13637,0,-14264.0,0.0
3080,2022-11-27 04:21:05,Puerto Rico,US,10911,0,-2726.0,0.0
3081,2022-11-27 04:21:05,Puerto Rico,US,4551,0,-6360.0,0.0
3082,2022-11-27 04:21:05,Puerto Rico,US,15769,0,11218.0,0.0
3083,2022-11-27 04:21:05,Puerto Rico,US,13120,0,-2649.0,0.0
3084,2022-11-27 04:21:05,Puerto Rico,US,5114,0,-8006.0,0.0
3085,2022-11-27 04:21:05,Puerto Rico,US,13434,0,8320.0,0.0
3086,2022-11-27 04:21:05,Puerto Rico,US,11758,0,-1676.0,0.0
3087,2022-11-27 04:21:05,Puerto Rico,US,6213,0,-5545.0,0.0
3088,2022-11-27 04:21:05,Puerto Rico,US,9756,0,3543.0,0.0
3089,2022-11-27 04:21:05,Puerto Rico,US,2620,0,-7136.0,0.0
3090,2022-11-27 04:21:05,Puerto Rico,US,11040,0,8420.0,0.0
3091,2022-11-27 04:21:05,Puerto Rico,US,5387,0,-5653.0,0.0
3092,2022-11-27 04:21:05,Puerto Rico,US,4799,0,-588.0,0.0
3093,2022-11-27 04:21:05,Puerto Rico,US,11498,0,6699.0,0.0
3094,2022-11-27 04:21:05,Puerto Rico,US,1430,0,-10068.0,0.0
3095,2022-11-27 04:21:05,Puerto Rico,US,2993,0,1563.0,0.0
3096,2022-11-27 04:21:05,Puerto Rico,US,20229,0,17236.0,0.0
3097,2022-11-27 04:21:05,Puerto Rico,US,12194,0,-8035.0,0.0
3098,2022-11-27 04:21:05,Puerto Rico,US,8571,0,-3623.0,0.0
3099,2022-11-27 04:21:05,Puerto Rico,US,6727,0,-1844.0,0.0
3100,2022-11-27 04:21:05,Puerto Rico,US,8934,0,2207.0,0.0
3101,2022-11-27 04:21:05,Puerto Rico,US,6029,0,-2905.0,0.0
3103,2022-11-27 04:21:05,Puerto Rico,US,5100,0,-929.0,0.0
3104,2022-11-27 04:21:05,Puerto Rico,US,5371,0,271.0,0.0
3105,2022-11-27 04:21:05,Puerto Rico,US,38259,0,32888.0,0.0
3106,2022-11-27 04:21:05,Puerto Rico,US,8279,0,-29980.0,0.0
3107,2022-11-27 04:21:05,Puerto Rico,US,4017,0,-4262.0,0.0
3108,2022-11-27 04:21:05,Puerto Rico,US,13197,0,9180.0,0.0
3109,2022-11-27 04:21:05,Puerto Rico,US,5858,0,-7339.0,0.0
3110,2022-11-27 04:21:05,Puerto Rico,US,7633,0,1775.0,0.0
3111,2022-11-27 04:21:05,Puerto Rico,US,8423,0,790.0,0.0
3112,2022-11-27 04:21:05,Puerto Rico,US,94117,0,85694.0,0.0
3113,2022-11-27 04:21:05,Puerto Rico,US,10914,0,-83203.0,0.0
3114,2022-11-27 04:21:05,Puerto Rico,US,12564,0,1650.0,0.0
3115,2022-11-27 04:21:05,Puerto Rico,US,6083,0,-6481.0,0.0
3116,2022-11-27 04:21:05,Puerto Rico,US,20228,0,14145.0,0.0
3117,2022-11-27 04:21:05,Puerto Rico,US,22464,0,2236.0,0.0
3118,2022-11-27 04:21:05,Puerto Rico,US,17768,0,-4696.0,0.0
3119,2022-11-27 04:21:05,Puerto Rico,US,24928,5351,7160.0,5351.0
3120,2022-11-27 04:21:05,Puerto Rico,US,7578,0,-17350.0,-5351.0
3121,2022-11-27 04:21:05,Puerto Rico,US,11143,0,3565.0,0.0
3122,2022-11-27 04:21:05,Puerto Rico,US,18643,0,7500.0,0.0
3123,2022-11-27 04:21:05,Puerto Rico,US,1668,0,-16975.0,0.0
3124,2022-11-27 04:21:05,Puerto Rico,US,6990,0,5322.0,0.0
3125,2022-11-27 04:21:05,Puerto Rico,US,9343,0,2353.0,0.0
3126,2022-11-27 04:21:05,Puerto Rico,US,10244,0,901.0,0.0
3047,2022-11-28 04:21:02,Puerto Rico,US,6058,0,-4186.0,0.0
3048,2022-11-28 04:21:02,Puerto Rico,US,11848,0,5790.0,0.0
3049,2022-11-28 04:21:02,Puerto Rico,US,14987,0,3139.0,0.0
3050,2022-11-28 04:21:02,Puerto Rico,US,7624,0,-7363.0,0.0
3051,2022-11-28 04:21:02,Puerto Rico,US,7676,0,52.0,0.0
3052,2022-11-28 04:21:02,Puerto Rico,US,7554,0,-122.0,0.0
3053,2022-11-28 04:21:02,Puerto Rico,US,26959,0,19405.0,0.0
3054,2022-11-28 04:21:02,Puerto Rico,US,5156,0,-21803.0,0.0
3055,2022-11-28 04:21:02,Puerto Rico,US,7008,0,1852.0,0.0
3056,2022-11-28 04:21:02,Puerto Rico,US,8643,0,1635.0,0.0
3057,2022-11-28 04:21:02,Puerto Rico,US,61004,0,52361.0,0.0
3058,2022-11-28 04:21:02,Puerto Rico,US,12647,0,-48357.0,0.0
3059,2022-11-28 04:21:02,Puerto Rico,US,40847,0,28200.0,0.0
3060,2022-11-28 04:21:02,Puerto Rico,US,10343,0,-30504.0,0.0
3061,2022-11-28 04:21:02,Puerto Rico,US,11910,0,1567.0,0.0
3062,2022-11-28 04:21:02,Puerto Rico,US,47375,0,35465.0,0.0
3063,2022-11-28 04:21:02,Puerto Rico,US,6779,0,-40596.0,0.0
3064,2022-11-28 04:21:02,Puerto Rico,US,13267,0,6488.0,0.0
3065,2022-11-28 04:21:02,Puerto Rico,US,2961,0,-10306.0,0.0
3066,2022-11-28 04:21:02,Puerto Rico,US,4858,0,1897.0,0.0
3067,2022-11-28 04:21:02,Puerto Rico,US,13022,0,8164.0,0.0
3068,2022-11-28 04:21:02,Puerto Rico,US,10633,0,-2389.0,0.0
3069,2022-11-28 04:21:02,Puerto Rico,US,5530,0,-5103.0,0.0
3070,2022-11-28 04:21:02,Puerto Rico,US,11281,0,5751.0,0.0
3071,2022-11-28 04:21:02,Puerto Rico,US,495,0,-10786.0,0.0
3072,2022-11-28 04:21:02,Puerto Rico,US,11431,0,10936.0,0.0
3073,2022-11-28 04:21:02,Puerto Rico,US,8844,0,-2587.0,0.0
3074,2022-11-28 04:21:02,Puerto Rico,US,4339,0,-4505.0,0.0
3075,2022-11-28 04:21:02,Puerto Rico,US,3554,0,-785.0,0.0
3076,2022-11-28 04:21:02,Puerto Rico,US,11030,0,7476.0,0.0
3077,2022-11-28 04:21:02,Puerto Rico,US,5341,0,-5689.0,0.0
3078,2022-11-28 04:21:02,Puerto Rico,US,27974,0,22633.0,0.0
3079,2022-11-28 04:21:02,Puerto Rico,US,13673,0,-14301.0,0.0
3080,2022-11-28 04:21:02,Puerto Rico,US,10926,0,-2747.0,0.0
3081,2022-11-28 04:21:02,Puerto Rico,US,4558,0,-6368.0,0.0
3082,2022-11-28 04:21:02,Puerto Rico,US,15824,0,11266.0,0.0
3083,2022-11-28 04:21:02,Puerto Rico,US,13138,0,-2686.0,0.0
3084,2022-11-28 04:21:02,Puerto Rico,US,5126,0,-8012.0,0.0
3085,2022-11-28 04:21:02,Puerto Rico,US,13465,0,8339.0,0.0
3086,2022-11-28 04:21:02,Puerto Rico,US,11804,0,-1661.0,0.0
3087,2022-11-28 04:21:02,Puerto Rico,US,6221,0,-5583.0,0.0
3088,2022-11-28 04:21:02,Puerto Rico,US,9785,0,3564.0,0.0
3089,2022-11-28 04:21:02,Puerto Rico,US,2625,0,-7160.0,0.0
3090,2022-11-28 04:21:02,Puerto Rico,US,11071,0,8446.0,0.0
3091,2022-11-28 04:21:02,Puerto Rico,US,5391,0,-5680.0,0.0
3092,2022-11-28 04:21:02,Puerto Rico,US,4806,0,-585.0,0.0
3093,2022-11-28 04:21:02,Puerto Rico,US,11505,0,6699.0,0.0
3094,2022-11-28 04:21:02,Puerto Rico,US,1433,0,-10072.0,0.0
3095,2022-11-28 04:21:02,Puerto Rico,US,2998,0,1565.0,0.0
3096,2022-11-28 04:21:02,Puerto Rico,US,20259,0,17261.0,0.0
3097,2022-11-28 04:21:02,Puerto Rico,US,12220,0,-8039.0,0.0
3098,2022-11-28 04:21:02,Puerto Rico,US,8578,0,-3642.0,0.0
3099,2022-11-28 04:21:02,Puerto Rico,US,6734,0,-1844.0,0.0
3100,2022-11-28 04:21:02,Puerto Rico,US,8955,0,2221.0,0.0
3101,2022-11-28 04:21:02,Puerto Rico,US,6052,0,-2903.0,0.0
3103,2022-11-28 04:21:02,Puerto Rico,US,5116,0,-936.0,0.0
3104,2022-11-28 04:21:02,Puerto Rico,US,5385,0,269.0,0.0
3105,2022-11-28 04:21:02,Puerto Rico,US,38321,0,32936.0,0.0
3106,2022-11-28 04:21:02,Puerto Rico,US,8286,0,-30035.0,0.0
3107,2022-11-28 04:21:02,Puerto Rico,US,4028,0,-4258.0,0.0
3108,2022-11-28 04:21:02,Puerto Rico,US,13218,0,9190.0,0.0
3109,2022-11-28 04:21:02,Puerto Rico,US,5868,0,-7350.0,0.0
3110,2022-11-28 04:21:02,Puerto Rico,US,7658,0,1790.0,0.0
3111,2022-11-28 04:21:02,Puerto Rico,US,8435,0,777.0,0.0
3112,2022-11-28 04:21:02,Puerto Rico,US,94293,0,85858.0,0.0
3113,2022-11-28 04:21:02,Puerto Rico,US,10943,0,-83350.0,0.0
3114,2022-11-28 04:21:02,Puerto Rico,US,12590,0,1647.0,0.0
3115,2022-11-28 04:21:02,Puerto Rico,US,6096,0,-6494.0,0.0
3116,2022-11-28 04:21:02,Puerto Rico,US,20264,0,14168.0,0.0
3117,2022-11-28 04:21:02,Puerto Rico,US,22503,0,2239.0,0.0
3118,2022-11-28 04:21:02,Puerto Rico,US,17812,0,-4691.0,0.0
3119,2022-11-28 04:21:02,Puerto Rico,US,25016,5351,7204.0,5351.0
3120,2022-11-28 04:21:02,Puerto Rico,US,7587,0,-17429.0,-5351.0
3121,2022-11-28 04:21:02,Puerto Rico,US,11154,0,3567.0,0.0
3122,2022-11-28 04:21:02,Puerto Rico,US,18676,0,7522.0,0.0
3123,2022-11-28 04:21:02,Puerto Rico,US,1670,0,-17006.0,0.0
3124,2022-11-28 04:21:02,Puerto Rico,US,6998,0,5328.0,0.0
3125,2022-11-28 04:21:02,Puerto Rico,US,9369,0,2371.0,0.0
3126,2022-11-28 04:21:02,Puerto Rico,US,10259,0,890.0,0.0
3047,2022-11-29 04:21:05,Puerto Rico,US,6058,0,-4201.0,0.0
3048,2022-11-29 04:21:05,Puerto Rico,US,11848,0,5790.0,0.0
3049,2022-11-29 04:21:05,Puerto Rico,US,14987,0,3139.0,0.0
3050,2022-11-29 04:21:05,Puerto Rico,US,7624,0,-7363.0,0.0
3051,2022-11-29 04:21:05,Puerto Rico,US,7676,0,52.0,0.0
3052,2022-11-29 04:21:05,Puerto Rico,US,7554,0,-122.0,0.0
3053,2022-11-29 04:21:05,Puerto Rico,US,26959,0,19405.0,0.0
3054,2022-11-29 04:21:05,Puerto Rico,US,5156,0,-21803.0,0.0
3055,2022-11-29 04:21:05,Puerto Rico,US,7008,0,1852.0,0.0
3056,2022-11-29 04:21:05,Puerto Rico,US,8643,0,1635.0,0.0
3057,2022-11-29 04:21:05,Puerto Rico,US,61004,0,52361.0,0.0
3058,2022-11-29 04:21:05,Puerto Rico,US,12647,0,-48357.0,0.0
3059,2022-11-29 04:21:05,Puerto Rico,US,40847,0,28200.0,0.0
3060,2022-11-29 04:21:05,Puerto Rico,US,10343,0,-30504.0,0.0
3061,2022-11-29 04:21:05,Puerto Rico,US,11910,0,1567.0,0.0
3062,2022-11-29 04:21:05,Puerto Rico,US,47375,0,35465.0,0.0
3063,2022-11-29 04:21:05,Puerto Rico,US,6779,0,-40596.0,0.0
3064,2022-11-29 04:21:05,Puerto Rico,US,13267,0,6488.0,0.0
3065,2022-11-29 04:21:05,Puerto Rico,US,2961,0,-10306.0,0.0
3066,2022-11-29 04:21:05,Puerto Rico,US,4858,0,1897.0,0.0
3067,2022-11-29 04:21:05,Puerto Rico,US,13022,0,8164.0,0.0
3068,2022-11-29 04:21:05,Puerto Rico,US,10633,0,-2389.0,0.0
3069,2022-11-29 04:21:05,Puerto Rico,US,5530,0,-5103.0,0.0
3070,2022-11-29 04:21:05,Puerto Rico,US,11281,0,5751.0,0.0
3071,2022-11-29 04:21:05,Puerto Rico,US,495,0,-10786.0,0.0
3072,2022-11-29 04:21:05,Puerto Rico,US,11431,0,10936.0,0.0
3073,2022-11-29 04:21:05,Puerto Rico,US,8844,0,-2587.0,0.0
3074,2022-11-29 04:21:05,Puerto Rico,US,4339,0,-4505.0,0.0
3075,2022-11-29 04:21:05,Puerto Rico,US,3554,0,-785.0,0.0
3076,2022-11-29 04:21:05,Puerto Rico,US,11030,0,7476.0,0.0
3077,2022-11-29 04:21:05,Puerto Rico,US,5341,0,-5689.0,0.0
3078,2022-11-29 04:21:05,Puerto Rico,US,27974,0,22633.0,0.0
3079,2022-11-29 04:21:05,Puerto Rico,US,13673,0,-14301.0,0.0
3080,2022-11-29 04:21:05,Puerto Rico,US,10926,0,-2747.0,0.0
3081,2022-11-29 04:21:05,Puerto Rico,US,4558,0,-6368.0,0.0
3082,2022-11-29 04:21:05,Puerto Rico,US,15824,0,11266.0,0.0
3083,2022-11-29 04:21:05,Puerto Rico,US,13138,0,-2686.0,0.0
3084,2022-11-29 04:21:05,Puerto Rico,US,5126,0,-8012.0,0.0
3085,2022-11-29 04:21:05,Puerto Rico,US,13465,0,8339.0,0.0
3086,2022-11-29 04:21:05,Puerto Rico,US,11804,0,-1661.0,0.0
3087,2022-11-29 04:21:05,Puerto Rico,US,6221,0,-5583.0,0.0
3088,2022-11-29 04:21:05,Puerto Rico,US,9785,0,3564.0,0.0
3089,2022-11-29 04:21:05,Puerto Rico,US,2625,0,-7160.0,0.0
3090,2022-11-29 04:21:05,Puerto Rico,US,11071,0,8446.0,0.0
3091,2022-11-29 04:21:05,Puerto Rico,US,5391,0,-5680.0,0.0
3092,2022-11-29 04:21:05,Puerto Rico,US,4806,0,-585.0,0.0
3093,2022-11-29 04:21:05,Puerto Rico,US,11505,0,6699.0,0.0
3094,2022-11-29 04:21:05,Puerto Rico,US,1433,0,-10072.0,0.0
3095,2022-11-29 04:21:05,Puerto Rico,US,2998,0,1565.0,0.0
3096,2022-11-29 04:21:05,Puerto Rico,US,20259,0,17261.0,0.0
3097,2022-11-29 04:21:05,Puerto Rico,US,12220,0,-8039.0,0.0
3098,2022-11-29 04:21:05,Puerto Rico,US,8578,0,-3642.0,0.0
3099,2022-11-29 04:21:05,Puerto Rico,US,6734,0,-1844.0,0.0
3100,2022-11-29 04:21:05,Puerto Rico,US,8955,0,2221.0,0.0
3101,2022-11-29 04:21:05,Puerto Rico,US,6052,0,-2903.0,0.0
3103,2022-11-29 04:21:05,Puerto Rico,US,5116,0,-936.0,0.0
3104,2022-11-29 04:21:05,Puerto Rico,US,5385,0,269.0,0.0
3105,2022-11-29 04:21:05,Puerto Rico,US,38321,0,32936.0,0.0
3106,2022-11-29 04:21:05,Puerto Rico,US,8286,0,-30035.0,0.0
3107,2022-11-29 04:21:05,Puerto Rico,US,4028,0,-4258.0,0.0
3108,2022-11-29 04:21:05,Puerto Rico,US,13218,0,9190.0,0.0
3109,2022-11-29 04:21:05,Puerto Rico,US,5868,0,-7350.0,0.0
3110,2022-11-29 04:21:05,Puerto Rico,US,7658,0,1790.0,0.0
3111,2022-11-29 04:21:05,Puerto Rico,US,8435,0,777.0,0.0
3112,2022-11-29 04:21:05,Puerto Rico,US,94293,0,85858.0,0.0
3113,2022-11-29 04:21:05,Puerto Rico,US,10943,0,-83350.0,0.0
3114,2022-11-29 04:21:05,Puerto Rico,US,12590,0,1647.0,0.0
3115,2022-11-29 04:21:05,Puerto Rico,US,6096,0,-6494.0,0.0
3116,2022-11-29 04:21:05,Puerto Rico,US,20264,0,14168.0,0.0
3117,2022-11-29 04:21:05,Puerto Rico,US,22503,0,2239.0,0.0
3118,2022-11-29 04:21:05,Puerto Rico,US,17812,0,-4691.0,0.0
3119,2022-11-29 04:21:05,Puerto Rico,US,25016,5352,7204.0,5352.0
3120,2022-11-29 04:21:05,Puerto Rico,US,7587,0,-17429.0,-5352.0
3121,2022-11-29 04:21:05,Puerto Rico,US,11154,0,3567.0,0.0
3122,2022-11-29 04:21:05,Puerto Rico,US,18676,0,7522.0,0.0
3123,2022-11-29 04:21:05,Puerto Rico,US,1670,0,-17006.0,0.0
3124,2022-11-29 04:21:05,Puerto Rico,US,6998,0,5328.0,0.0
3125,2022-11-29 04:21:05,Puerto Rico,US,9369,0,2371.0,0.0
3126,2022-11-29 04:21:05,Puerto Rico,US,10259,0,890.0,0.0
3047,2022-11-30 04:21:07,Puerto Rico,US,6070,0,-4189.0,0.0
3048,2022-11-30 04:21:07,Puerto Rico,US,11852,0,5782.0,0.0
3049,2022-11-30 04:21:07,Puerto Rico,US,14998,0,3146.0,0.0
3050,2022-11-30 04:21:07,Puerto Rico,US,7631,0,-7367.0,0.0
3051,2022-11-30 04:21:07,Puerto Rico,US,7680,0,49.0,0.0
3052,2022-11-30 04:21:07,Puerto Rico,US,7558,0,-122.0,0.0
3053,2022-11-30 04:21:07,Puerto Rico,US,26982,0,19424.0,0.0
3054,2022-11-30 04:21:07,Puerto Rico,US,5163,0,-21819.0,0.0
3055,2022-11-30 04:21:07,Puerto Rico,US,7009,0,1846.0,0.0
3056,2022-11-30 04:21:07,Puerto Rico,US,8652,0,1643.0,0.0
3057,2022-11-30 04:21:07,Puerto Rico,US,61052,0,52400.0,0.0
3058,2022-11-30 04:21:07,Puerto Rico,US,12652,0,-48400.0,0.0
3059,2022-11-30 04:21:07,Puerto Rico,US,40879,0,28227.0,0.0
3060,2022-11-30 04:21:07,Puerto Rico,US,10347,0,-30532.0,0.0
3061,2022-11-30 04:21:07,Puerto Rico,US,11913,0,1566.0,0.0
3062,2022-11-30 04:21:07,Puerto Rico,US,47403,0,35490.0,0.0
3063,2022-11-30 04:21:07,Puerto Rico,US,6780,0,-40623.0,0.0
3064,2022-11-30 04:21:07,Puerto Rico,US,13279,0,6499.0,0.0
3065,2022-11-30 04:21:07,Puerto Rico,US,2961,0,-10318.0,0.0
3066,2022-11-30 04:21:07,Puerto Rico,US,4863,0,1902.0,0.0
3067,2022-11-30 04:21:07,Puerto Rico,US,13036,0,8173.0,0.0
3068,2022-11-30 04:21:07,Puerto Rico,US,10650,0,-2386.0,0.0
3069,2022-11-30 04:21:07,Puerto Rico,US,5532,0,-5118.0,0.0
3070,2022-11-30 04:21:07,Puerto Rico,US,11284,0,5752.0,0.0
3071,2022-11-30 04:21:07,Puerto Rico,US,495,0,-10789.0,0.0
3072,2022-11-30 04:21:07,Puerto Rico,US,11433,0,10938.0,0.0
3073,2022-11-30 04:21:07,Puerto Rico,US,8845,0,-2588.0,0.0
3074,2022-11-30 04:21:07,Puerto Rico,US,4339,0,-4506.0,0.0
3075,2022-11-30 04:21:07,Puerto Rico,US,3556,0,-783.0,0.0
3076,2022-11-30 04:21:07,Puerto Rico,US,11044,0,7488.0,0.0
3077,2022-11-30 04:21:07,Puerto Rico,US,5343,0,-5701.0,0.0
3078,2022-11-30 04:21:07,Puerto Rico,US,28007,0,22664.0,0.0
3079,2022-11-30 04:21:07,Puerto Rico,US,13685,0,-14322.0,0.0
3080,2022-11-30 04:21:07,Puerto Rico,US,10934,0,-2751.0,0.0
3081,2022-11-30 04:21:07,Puerto Rico,US,4561,0,-6373.0,0.0
3082,2022-11-30 04:21:07,Puerto Rico,US,15830,0,11269.0,0.0
3083,2022-11-30 04:21:07,Puerto Rico,US,13148,0,-2682.0,0.0
3084,2022-11-30 04:21:07,Puerto Rico,US,5134,0,-8014.0,0.0
3085,2022-11-30 04:21:07,Puerto Rico,US,13471,0,8337.0,0.0
3086,2022-11-30 04:21:07,Puerto Rico,US,11810,0,-1661.0,0.0
3087,2022-11-30 04:21:07,Puerto Rico,US,6228,0,-5582.0,0.0
3088,2022-11-30 04:21:07,Puerto Rico,US,9798,0,3570.0,0.0
3089,2022-11-30 04:21:07,Puerto Rico,US,2625,0,-7173.0,0.0
3090,2022-11-30 04:21:07,Puerto Rico,US,11078,0,8453.0,0.0
3091,2022-11-30 04:21:07,Puerto Rico,US,5392,0,-5686.0,0.0
3092,2022-11-30 04:21:07,Puerto Rico,US,4806,0,-586.0,0.0
3093,2022-11-30 04:21:07,Puerto Rico,US,11512,0,6706.0,0.0
3094,2022-11-30 04:21:07,Puerto Rico,US,1434,0,-10078.0,0.0
3095,2022-11-30 04:21:07,Puerto Rico,US,3000,0,1566.0,0.0
3096,2022-11-30 04:21:07,Puerto Rico,US,20289,0,17289.0,0.0
3097,2022-11-30 04:21:07,Puerto Rico,US,12224,0,-8065.0,0.0
3098,2022-11-30 04:21:07,Puerto Rico,US,8580,0,-3644.0,0.0
3099,2022-11-30 04:21:07,Puerto Rico,US,6734,0,-1846.0,0.0
3100,2022-11-30 04:21:07,Puerto Rico,US,8961,0,2227.0,0.0
3101,2022-11-30 04:21:07,Puerto Rico,US,6056,0,-2905.0,0.0
3103,2022-11-30 04:21:07,Puerto Rico,US,5123,0,-933.0,0.0
3104,2022-11-30 04:21:07,Puerto Rico,US,5393,0,270.0,0.0
3105,2022-11-30 04:21:07,Puerto Rico,US,38346,0,32953.0,0.0
3106,2022-11-30 04:21:07,Puerto Rico,US,8289,0,-30057.0,0.0
3107,2022-11-30 04:21:07,Puerto Rico,US,4032,0,-4257.0,0.0
3108,2022-11-30 04:21:07,Puerto Rico,US,13223,0,9191.0,0.0
3109,2022-11-30 04:21:07,Puerto Rico,US,5872,0,-7351.0,0.0
3110,2022-11-30 04:21:07,Puerto Rico,US,7675,0,1803.0,0.0
3111,2022-11-30 04:21:07,Puerto Rico,US,8439,0,764.0,0.0
3112,2022-11-30 04:21:07,Puerto Rico,US,94337,0,85898.0,0.0
3113,2022-11-30 04:21:07,Puerto Rico,US,10950,0,-83387.0,0.0
3114,2022-11-30 04:21:07,Puerto Rico,US,12602,0,1652.0,0.0
3115,2022-11-30 04:21:07,Puerto Rico,US,6104,0,-6498.0,0.0
3116,2022-11-30 04:21:07,Puerto Rico,US,20270,0,14166.0,0.0
3117,2022-11-30 04:21:07,Puerto Rico,US,22516,0,2246.0,0.0
3118,2022-11-30 04:21:07,Puerto Rico,US,17821,0,-4695.0,0.0
3119,2022-11-30 04:21:07,Puerto Rico,US,25052,5361,7231.0,5361.0
3120,2022-11-30 04:21:07,Puerto Rico,US,7588,0,-17464.0,-5361.0
3121,2022-11-30 04:21:07,Puerto Rico,US,11157,0,3569.0,0.0
3122,2022-11-30 04:21:07,Puerto Rico,US,18688,0,7531.0,0.0
3123,2022-11-30 04:21:07,Puerto Rico,US,1672,0,-17016.0,0.0
3124,2022-11-30 04:21:07,Puerto Rico,US,7001,0,5329.0,0.0
3125,2022-11-30 04:21:07,Puerto Rico,US,9371,0,2370.0,0.0
3126,2022-11-30 04:21:07,Puerto Rico,US,10265,0,894.0,0.0
3127,2022-11-23 04:21:06,Recovered,US,0,0,-10265.0,0.0
3127,2022-11-24 04:21:09,Recovered,US,0,0,0.0,0.0
3127,2022-11-25 04:21:06,Recovered,US,0,0,0.0,0.0
3127,2022-11-26 04:21:11,Recovered,US,0,0,0.0,0.0
3127,2022-11-27 04:21:05,Recovered,US,0,0,0.0,0.0
3127,2022-11-28 04:21:02,Recovered,US,0,0,0.0,0.0
3127,2022-11-29 04:21:05,Recovered,US,0,0,0.0,0.0
3127,2022-11-30 04:21:07,Recovered,US,0,0,0.0,0.0
3128,2022-11-23 04:21:06,Rhode Island,US,16890,191,16890.0,191.0
3129,2022-11-23 04:21:06,Rhode Island,US,60565,537,43675.0,346.0
3130,2022-11-23 04:21:06,Rhode Island,US,25057,101,-35508.0,-436.0
3131,2022-11-23 04:21:06,Rhode Island,US,263284,2643,238227.0,2542.0
3132,2022-11-23 04:21:06,Rhode Island,US,29230,5,-234054.0,-2638.0
3133,2022-11-23 04:21:06,Rhode Island,US,40752,254,11522.0,249.0
3128,2022-11-24 04:21:09,Rhode Island,US,16923,192,-23829.0,-62.0
3129,2022-11-24 04:21:09,Rhode Island,US,60769,539,43846.0,347.0
3130,2022-11-24 04:21:09,Rhode Island,US,25119,102,-35650.0,-437.0
3131,2022-11-24 04:21:09,Rhode Island,US,263963,2647,238844.0,2545.0
3132,2022-11-24 04:21:09,Rhode Island,US,29275,2,-234688.0,-2645.0
3133,2022-11-24 04:21:09,Rhode Island,US,40855,261,11580.0,259.0
3128,2022-11-25 04:21:06,Rhode Island,US,16923,192,-23932.0,-69.0
3129,2022-11-25 04:21:06,Rhode Island,US,60769,539,43846.0,347.0
3130,2022-11-25 04:21:06,Rhode Island,US,25119,102,-35650.0,-437.0
3131,2022-11-25 04:21:06,Rhode Island,US,263963,2647,238844.0,2545.0
3132,2022-11-25 04:21:06,Rhode Island,US,29275,2,-234688.0,-2645.0
3133,2022-11-25 04:21:06,Rhode Island,US,40855,261,11580.0,259.0
3128,2022-11-26 04:21:11,Rhode Island,US,16923,192,-23932.0,-69.0
3129,2022-11-26 04:21:11,Rhode Island,US,60769,539,43846.0,347.0
3130,2022-11-26 04:21:11,Rhode Island,US,25119,102,-35650.0,-437.0
3131,2022-11-26 04:21:11,Rhode Island,US,263963,2647,238844.0,2545.0
3132,2022-11-26 04:21:11,Rhode Island,US,29275,2,-234688.0,-2645.0
3133,2022-11-26 04:21:11,Rhode Island,US,40855,261,11580.0,259.0
3128,2022-11-27 04:21:05,Rhode Island,US,16923,192,-23932.0,-69.0
3129,2022-11-27 04:21:05,Rhode Island,US,60769,539,43846.0,347.0
3130,2022-11-27 04:21:05,Rhode Island,US,25119,102,-35650.0,-437.0
3131,2022-11-27 04:21:05,Rhode Island,US,263963,2647,238844.0,2545.0
3132,2022-11-27 04:21:05,Rhode Island,US,29275,2,-234688.0,-2645.0
3133,2022-11-27 04:21:05,Rhode Island,US,40855,261,11580.0,259.0
3128,2022-11-28 04:21:02,Rhode Island,US,16923,192,-23932.0,-69.0
3129,2022-11-28 04:21:02,Rhode Island,US,60769,539,43846.0,347.0
3130,2022-11-28 04:21:02,Rhode Island,US,25119,102,-35650.0,-437.0
3131,2022-11-28 04:21:02,Rhode Island,US,263963,2647,238844.0,2545.0
3132,2022-11-28 04:21:02,Rhode Island,US,29275,2,-234688.0,-2645.0
3133,2022-11-28 04:21:02,Rhode Island,US,40855,261,11580.0,259.0
3128,2022-11-29 04:21:05,Rhode Island,US,16923,192,-23932.0,-69.0
3129,2022-11-29 04:21:05,Rhode Island,US,60769,539,43846.0,347.0
3130,2022-11-29 04:21:05,Rhode Island,US,25119,102,-35650.0,-437.0
3131,2022-11-29 04:21:05,Rhode Island,US,263963,2647,238844.0,2545.0
3132,2022-11-29 04:21:05,Rhode Island,US,29275,2,-234688.0,-2645.0
3133,2022-11-29 04:21:05,Rhode Island,US,40855,261,11580.0,259.0
3128,2022-11-30 04:21:07,Rhode Island,US,16923,192,-23932.0,-69.0
3129,2022-11-30 04:21:07,Rhode Island,US,60769,539,43846.0,347.0
